"words","Outbreak","Emotional.Effect","Symptom","Hospital.Related","Immune.Reaction","Disease.Relations","Policy","Psychological.Problem","Analysis.of.Transmission","Cardiovascular.System","Protective.Equipment","Anosmia","Respiratory.System","Treatment","Diagnosis","Virus.Analysis","Virus.Defense.Mechanism","Literature.Analysis","Microbiome.","Immune.System"
"ppe",8.42e-08,9.76e-08,1.32e-07,0.00449306,0.000354233,3.9e-08,0.000347528,1.01e-07,8.35e-08,0.00023632,0.00120111,4.77e-08,0.000284574,0.000628427,0.000758379,3.14e-08,8.7e-08,0.0149225,0.000525785,9.11e-08
"predictor",8.42e-08,9.76e-08,1.32e-07,0.000219835,2.16e-08,0.000175642,0.0074159,1.01e-07,0.000417493,0.000837077,0.000197714,0.00054381,0.00105102,8.85e-08,0.00378681,0.00585494,8.7e-08,7.12e-08,4.04e-08,0.000246014
"pregnanc",8.42e-08,9.76e-08,0.000132529,0.000174581,2.16e-08,0.000261492,1.51e-07,0.0107008,8.35e-08,0.000357822,0.000437331,4.77e-08,5.81e-08,0.000584178,4.89e-08,0.00131998,0.00241802,7.12e-08,0.000752259,0.000428179
"pregnant",0.000160016,9.76e-08,1.32e-07,0.000387919,2.16e-08,3.9e-08,1.51e-07,0.0117669,8.35e-08,0.00018907,0.000754823,9.07e-05,5.81e-08,0.000398331,4.89e-08,0.00156825,0.00229625,7.12e-08,0.00114859,9.11e-08
"prepared",8.42e-08,9.76e-08,1.32e-07,0.00151602,0.000205205,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.00354037,0.00158364,0.00184651,8.85e-08,0.000371875,3.14e-08,8.7e-08,7.12e-08,0.00165411,0.000100282
"preprint",8.42e-08,8.8e-05,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,0.00316808,0.000350708,6.75e-08,0.000119838,0.000291008,5.81e-08,3.55e-05,4.89e-08,0.000248307,8.7e-08,7.12e-08,0.000461078,9.11e-08
"preterm",1.69e-05,9.76e-08,1.32e-07,3.23e-08,0.00014473,0.000128814,1.51e-07,0.00394248,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000612864,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"price",8.42e-08,0.000292985,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,1.68e-05,6.75e-08,3e-08,0.00459341,0.000377477,8.85e-08,0.0004208,3.14e-08,0.000208829,0.000306356,4.04e-08,9.11e-08
"primer",8.42e-08,0.0003418,1.32e-07,3.23e-08,7.99e-05,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,0.000114524,5.81e-08,0.00319488,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,0.000701427
"procalcitonin",0.00061456,9.76e-08,1.32e-07,3.23e-08,0.000185767,3.9e-08,0.0105423,3.03e-05,8.35e-08,0.000135069,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.0023288,0.000121853,7.12e-08,4.04e-08,9.11e-08
"proinflammatori",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.00050974,0.00222044,3.04e-05,1.01e-07,8.35e-08,0.00021607,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.000291222,5.47e-05
"promis",0.000538803,0.00849383,0.0064611,0.000229532,0.0011944,0.00452668,1.51e-07,0.00142821,8.35e-08,4.06e-05,0.000772794,0.00145485,0.000667799,0.00110632,0.000636068,3.14e-08,0.00254848,0.00113261,0.00140742,0.00179442
"prophylaxi",8.42e-08,9.76e-08,0.00096663,0.000164884,0.00128728,3.9e-08,1.51e-07,0.000683982,8.35e-08,0.00141758,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.00280941,7.12e-08,0.000194161,9.11e-08
"prospero",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,0.00345974,8.35e-08,6.08e-05,2.4e-05,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000304876,8.7e-08,0.000142529,4.04e-08,9.11e-08
"proteas",8.42e-08,0.0287714,1.32e-07,3.23e-08,0.000274319,0.00435108,1.51e-07,0.000392327,0.000834903,0.000411822,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000204309,8.7e-08,7.12e-08,0.000444901,0.00102932
"proteom",8.42e-08,9.76e-08,0.000304645,3.23e-08,2.16e-08,0.000409778,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,0.000159386,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.000206294,0.00246843
"prothrombin",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.00014041,8.98e-05,0.00356454,0.000221356,8.35e-08,0.00157284,3e-08,4.77e-08,5.81e-08,0.000106287,4.89e-08,0.000257735,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"prothrombot",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,0.00025759,1.51e-07,1.01e-07,8.35e-08,0.00267985,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,5.66e-05,8.78e-06,7.12e-08,4.04e-08,9.11e-08
"provinc",0.00349334,0.000527295,1.32e-07,0.000210138,0.00450758,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,0.00874456,0.000920472,0.00332202,0.00274364,8.7e-08,7.12e-08,0.00949175,0.00145741
"provis",8.42e-08,9.76e-08,1.32e-07,0.00302555,0.000825075,3.9e-08,1.51e-07,1.01e-07,9.19e-05,6.75e-08,0.00324684,0.00084431,5.86e-06,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.000428724,9.11e-08
"pseudomona",8.42e-08,9.76e-08,0.00217144,3.23e-08,7.13e-05,3.9e-08,1.51e-07,0.000100671,8.35e-08,6.75e-08,3e-08,4.77e-08,3.49e-05,8.85e-08,4.89e-08,1.89e-05,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"psychiatr",8.42e-08,9.76e-08,1.32e-07,0.0002263,0.000442786,3.9e-08,1.51e-07,1.01e-07,0.000500975,6.75e-08,0.0017702,4.77e-08,5.81e-08,8.85e-08,0.00278385,3.14e-08,8.7e-08,7.12e-08,0.000157764,9.11e-08
"psycholog",8.42e-08,9.76e-08,1.32e-07,0.000853384,0.000503261,7.03e-05,1.51e-07,0.0023434,8.35e-08,6.75e-08,0.00486126,0.00214171,0.000342638,8.85e-08,0.0213458,0.000308019,8.7e-08,7.12e-08,0.00144786,9.2e-06
"psychometr",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.81e-05,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,0.00154606,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"ptsd",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,5.99e-05,4.77e-08,5.81e-08,8.85e-08,0.00268601,2.83e-05,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"pubm",8.42e-08,9.76e-08,1.32e-07,0.000287715,2.16e-08,0.000538554,1.51e-07,0.0129033,0.00160294,9.46e-05,0.000188728,0.000457953,5.81e-08,8.85e-08,4.89e-08,0.00184167,8.7e-08,0.000833449,0.000942336,9.11e-08
"purpos",0.00561454,0.00123999,0.00184045,0.00686563,0.00485747,0.00101463,0.00196359,0.00363071,0.00119387,0.00115433,0.00431313,0.00472219,0.00225877,0.0021152,0.00324375,3.14e-08,0.00147868,0.00336208,4.04e-08,9.11e-08
"questionnair",8.42e-08,9.76e-08,1.32e-07,0.00262797,0.000853153,3.9e-08,1.51e-07,1.01e-07,0.00165303,6.75e-08,0.00257891,4.77e-08,0.000661993,0.000654976,0.0221139,0.00106542,8.7e-08,0.00220817,4.04e-08,9.11e-08
"radiograph",0.00388054,9.76e-08,1.32e-07,0.000617419,2.16e-08,3.9e-08,0.000468355,0.000422498,8.35e-08,0.000877578,3e-08,4.77e-08,5.81e-08,0.000646127,4.89e-08,0.00186367,0.000791567,7.12e-08,0.000590492,9.11e-08
"radiographi",0.00284519,9.76e-08,1.32e-07,0.00044287,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000203704,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000380302,0.000321898,7.12e-08,0.000436813,9.11e-08
"radiologist",0.00631319,9.76e-08,1.32e-07,0.00102793,0.000237602,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,0.000205151,2.33e-05,8.85e-08,8.32e-05,3.14e-08,8.7e-08,5.71e-05,4.04e-08,9.11e-08
"ramaswami",8.42e-08,0.00976301,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.00015372,0.000546587
"random-effect",0.000134764,9.76e-08,1.32e-07,3.23e-08,0.000501101,3.9e-08,0.000861043,0.0045459,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000254593,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"randomis",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000131819,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000663148,0.0046359,7.12e-08,4.08e-06,9.11e-08
"ratg13",8.42e-08,0.000195356,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.000275045,0.00235002
"rbd",8.42e-08,0.0018941,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,0.000141686,4.89e-08,3.14e-08,8.7e-08,7.12e-08,3.64e-05,0.00468174
"rdrp",8.42e-08,0.00334878,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,0.00176121,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,0.00157582
"receiv",0.00178459,9.76e-08,1.32e-07,6.14e-05,2.16e-08,0.000148326,0.00403275,1.01e-07,8.35e-08,0.000141819,0.000185733,0.000395945,5.81e-08,0.000212485,4.89e-08,0.00245136,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"receptor-bind",8.42e-08,0.000956863,1.32e-07,3.23e-08,2.16e-08,0.000277101,1.51e-07,1.01e-07,8.35e-08,6.82e-06,3e-08,4.77e-08,5.81e-08,0.000230184,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.000141587,0.00363429
"recommend",8.42e-08,0.000117253,0.00010605,0.011711,2.16e-08,1.17e-05,1.51e-07,0.00580304,0.000734724,0.00230859,0.00537044,0.00323877,0.000638767,0.000336382,0.00105682,0.00241051,0.0053665,0.00703036,0.00545969,9.11e-08
"regress",8.42e-08,9.76e-08,1.32e-07,0.000278018,0.000317516,3.9e-08,0.00481812,1.01e-07,8.35e-08,6.75e-08,0.000605062,0.00169811,0.00682844,8.85e-08,0.0127009,0.0134446,8.7e-08,7.19e-06,4.04e-08,2.74e-05
"relationship",0.00100176,0.00148406,0.00303202,3.23e-08,0.00139743,0.00161949,0.0015709,0.00251437,0.00237097,0.00149183,0.00354336,0.00643934,0.00382651,8.85e-08,0.00802367,0.00328104,8.7e-08,7.12e-08,0.00072395,0.0026506
"reliabl",0.000294696,0.000439429,0.00103283,0.00116369,2.16e-08,3.9e-08,0.00122352,0.00143826,8.35e-08,4.73e-05,0.000608058,0.00290011,0.00216586,0.00579673,0.00349815,0.00121313,0.000521942,0.000726606,0.00055005,0.00104754
"renal",8.42e-08,9.76e-08,1.32e-07,0.000484891,0.00289419,0.00185752,1.51e-07,1.01e-07,8.35e-08,0.00452262,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.00326219,0.00429669,7.12e-08,0.000756304,9.11e-08
"renin",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.000252721,0.00247408,1.51e-07,1.01e-07,8.35e-08,0.000661575,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000144597,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"replic",6.74e-05,0.0174074,0.00133734,0.000203673,0.000352073,0.00475302,1.51e-07,1.01e-07,0.000743072,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,8.49e-05,0.001757,7.12e-08,0.00196956,0.00638498
"repurpos",8.42e-08,0.0044227,0.000331125,0.000381455,0.000127451,0.000760984,1.51e-07,1.01e-07,8.35e-08,0.00020932,3e-08,6.68e-05,5.81e-08,8.85e-08,4.89e-08,3.14e-08,0.00136561,0.000263618,0.00102726,0.000628561
"residu",0.000378871,0.00889411,0.00135058,3.88e-05,2.16e-08,0.000382462,1.51e-07,1.01e-07,0.000308967,0.000371322,3e-08,7.64e-05,0.00020909,0.000831973,0.000137038,0.000330018,8.7e-08,0.00111124,4.04e-08,0.00316977
"respiratori",0.010867,0.0165287,0.00602419,0.00790323,0.0361728,0.0227894,0.00924341,0.0112137,0.0217805,0.0184953,0.00254296,4.77e-08,0.00599812,0.031656,0.000973647,0.0040353,0.00809754,0.0161049,0.0465203,0.0177339
"resumen",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,0.00194848,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"reticular",0.00214654,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,5.97e-05,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"retrospect",0.00552195,9.76e-08,1.32e-07,0.00271847,0.00265445,6.64e-05,0.00895644,1.01e-07,0.00217896,0.00301735,0.000275589,4.77e-08,0.000691025,0.00205325,0.000332736,0.0164805,0.0013917,0.000106915,4.04e-08,9.11e-08
"reus",8.42e-08,9.76e-08,1.32e-07,8.41e-05,2.16e-08,3.9e-08,1.51e-07,0.000191185,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,0.000127253,3.14e-08,8.7e-08,0.00307004,4.04e-08,9.11e-08
"review",0.00051355,0.00358309,0.013637,0.0077901,0.014095,0.00906504,1.51e-07,0.0317402,0.00750511,0.00355061,0.00527459,0.00667783,5.81e-08,0.00131871,0.000215317,3.14e-08,0.000974217,0.00351878,0.0123348,0.00296028
"ritonavir",8.42e-08,0.00288992,1.32e-07,3.23e-08,0.00240607,3.9e-08,0.000710009,1.01e-07,8.35e-08,0.000162069,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000295448,0.00714081,7.12e-08,0.000748215,9.11e-08
"roc",0.000589308,9.76e-08,1.34e-05,3.23e-08,0.000574535,3.9e-08,0.00551288,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,7.34e-05,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"sarma",8.42e-08,0.0113056,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,7.12e-08,0.000186073,0.000182256
"scan",0.0195202,9.76e-08,1.32e-07,0.00120248,0.00325704,3.9e-08,0.00360985,1.01e-07,0.000876644,0.00153909,3e-08,0.000448413,0.000139413,0.000663826,4.89e-08,0.00117856,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"scholar",0.00054722,0.00024417,1.32e-07,0.000581863,0.0007646,3.9e-08,1.51e-07,0.0131749,0.000442538,6.75e-08,0.00063801,0.00132129,0.000301993,8.85e-08,4.89e-08,0.000336304,8.7e-08,0.00102577,6.07e-05,9.11e-08
"school",8.42e-08,9.76e-08,0.000410563,0.000155187,6.7e-05,9.76e-05,0.000453252,0.000432555,8.35e-08,6.75e-08,0.00720351,0.000686905,0.00190457,0.000185935,0.0013259,3.14e-08,8.7e-08,0.000911801,0.000582404,9.11e-08
"sclerosi",8.42e-08,9.76e-08,1.32e-07,6.79e-05,2.16e-08,0.000202958,1.51e-07,1.01e-07,0.00298039,6.75e-08,0.000230661,4.77e-08,5.81e-08,8.85e-08,0.00044037,0.000106884,0.000426269,7.12e-08,4.04e-08,9.11e-08
"scopu",8.42e-08,0.000185593,0.000344365,0.0004558,0.000323995,3.9e-08,1.51e-07,0.0125513,0.00116048,6.75e-08,0.000419359,0.000329167,5.81e-08,8.85e-08,4.89e-08,0.00058458,8.7e-08,0.000277864,0.000525785,9.11e-08
"sector",8.42e-08,9.76e-08,0.000926911,0.000707926,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.00238422,0.00756502,0.000702638,0.000221334,0.000171285,0.000235736,8.7e-08,7.12e-08,0.000659243,9.11e-08
"sediment",0.000521968,9.76e-08,0.000648878,3.23e-08,2.16e-08,3.9e-08,0.00309634,1.01e-07,8.35e-08,0.000148569,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000801428,8.7e-08,7.12e-08,4.04e-08,9.2e-06
"seir",8.42e-08,9.76e-08,1.32e-07,3.26e-06,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,0.000190841,0.00330393,8.85e-08,4.89e-08,3.17e-06,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"seizur",8.42e-08,9.76e-08,1.32e-07,0.000122863,0.000181447,3.9e-08,1.51e-07,1.02e-05,0.00320579,0.00022282,3e-08,4.77e-08,5.81e-08,8.85e-08,0.000283811,0.000264021,0.000956821,7.12e-08,4.04e-08,9.11e-08
"serin",8.42e-08,0.00296802,1.32e-07,3.23e-08,2.16e-08,0.00277456,1.51e-07,1.01e-07,0.000442538,0.00025657,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000204309,8.7e-08,7.12e-08,4.04e-08,0.000956459
"sex",8.42e-08,9.86e-06,1.32e-07,3.23e-08,0.00285531,0.0016429,0.00209952,0.000291756,0.00098517,6.75e-08,0.00143773,4.77e-08,0.00091167,8.85e-08,0.00390912,0.0048807,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"shadow",0.00297987,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,0.000589182,0.000161014,8.35e-08,6.75e-08,3e-08,0.000281469,5.81e-08,8.85e-08,4.89e-08,0.000845426,8.7e-08,7.12e-08,4.45e-05,9.11e-08
"shield",8.42e-08,0.000224645,1.32e-07,0.000135793,0.000129611,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000302546,0.000171762,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,0.00406012,4.04e-08,8.21e-05
"shortag",8.42e-08,9.76e-08,1.32e-07,0.00232412,0.000157689,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.00018232,0.00216557,0.00145008,0.000139413,0.00118597,0.000411015,0.000396016,0.000469757,0.00980829,0.000392327,9.11e-08
"smell",8.5e-06,9.76e-08,1.32e-07,3.23e-08,0.000285119,3.9e-08,1.51e-07,0.000683982,0.00697082,6.75e-08,3e-08,0.000276699,5.81e-08,8.85e-08,0.000572466,0.000726003,0.000147946,7.12e-08,4.04e-08,9.11e-08
"social",8.42e-08,0.00101544,1.32e-07,0.00349102,2.16e-08,0.000546358,1.51e-07,0.00209197,0.00147771,0.00143783,0.022554,0.0182924,0.0127626,0.000823123,0.0206022,0.00125398,0.00133952,0.00258568,0.00499866,0.000710536
"sociodemograph",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,3.9e-08,1.51e-07,0.000191185,8.35e-08,6.75e-08,0.000131819,4.77e-08,0.000481993,8.85e-08,0.00332202,0.000405444,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"south",8.42e-08,9.76e-08,1.32e-07,3.23e-08,0.00121384,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.00205774,0.00123544,0.00602134,0.00046028,0.000577358,3.14e-08,8.7e-08,7.12e-08,0.000780569,0.000455504
"specialti",8.42e-08,9.76e-08,1.32e-07,0.00306757,0.000151209,1.17e-05,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000769799,4.77e-08,5.81e-08,8.85e-08,0.000332736,3.14e-08,8.7e-08,0.000277864,4.04e-08,9.11e-08
"specimen",0.000185269,9.76e-08,0.000728316,0.000349131,0.00209505,0.000277101,1.51e-07,1.01e-07,0.000450886,6.75e-08,3e-08,4.77e-08,5.81e-08,0.0151245,4.89e-08,3.14e-08,8.7e-08,0.00108275,0.000546006,0.000874484
"spectroscopi",8.42e-08,9.76e-08,0.00199933,2.27e-05,2.16e-08,3.9e-08,1.51e-07,1.01e-07,0.000192092,0.00022957,3e-08,4.77e-08,5.81e-08,8.85e-08,4.94e-06,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"spectrum",0.00207078,0.000917812,0.00211848,3.23e-08,0.000527019,0.000640013,1.51e-07,0.000905238,0.00511752,0.00262585,0.000670957,0.000176532,5.81e-08,8.85e-08,4.89e-08,0.00116599,8.7e-08,7.12e-08,0.00283097,0.000838051
"spike",8.42e-08,0.0107881,1.32e-07,3.23e-08,0.00133479,0.00286821,1.51e-07,1.01e-07,0.000450886,6.75e-08,3e-08,0.000271929,0.000464574,0.0023453,4.89e-08,3.14e-08,8.7e-08,0.000192389,0.000558138,0.0168413
"staff",0.000766075,9.76e-08,1.32e-07,0.0119114,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.000695326,0.00489121,0.000968326,5.81e-08,0.00123907,0.00384552,0.0018291,0.00200923,0.00940941,0.0032637,9.11e-08
"staphylococcu",8.42e-08,9.76e-08,0.00309822,3.23e-08,2.16e-08,0.000269296,1.51e-07,1.01e-07,8.35e-08,0.00024307,3e-08,4.77e-08,5.81e-08,0.000548778,3.43e-05,8.17e-05,8.7e-08,0.000463059,4.04e-08,9.11e-08
"stay",8.5e-06,9.76e-08,1.32e-07,0.00256009,0.00130672,3.9e-08,0.00146518,0.000432555,8.35e-08,0.00125558,0.000452307,4.77e-08,0.000377477,0.00048683,0.000274026,0.0063075,0.00264415,7.12e-08,4.04e-08,9.11e-08
"stem",8.42e-08,9.76e-08,0.000953391,0.000129328,0.000933066,0.003356,1.51e-07,1.01e-07,0.000192092,6.75e-08,3e-08,0.00024331,5.86e-06,8.85e-08,4.89e-08,3.14e-08,0.000721987,7.12e-08,4.04e-08,0.00031888
"stemi",8.42e-08,9.76e-08,1.32e-07,0.000139025,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.00411087,3e-08,4.77e-08,0.000203284,8.85e-08,4.89e-08,4.09e-05,8.7e-08,7.12e-08,2.83e-05,9.11e-08
"steril",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,0.000249785,1.51e-07,1.01e-07,8.35e-08,6.75e-08,0.000269599,4.77e-08,2.91e-05,0.000230184,4.89e-08,0.000103742,0.000635011,0.00274238,4.04e-08,9.11e-08
"storm",8.42e-08,9.76e-08,1.32e-07,3.23e-08,2.16e-08,0.0109225,0.000891249,1.01e-07,0.000626198,0.00381386,0.000422355,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.00172853,0.00310513,7.12e-08,0.00276222,9.11e-08
"stroke",8.42e-08,9.76e-08,1.34e-05,0.00123157,0.000289438,0.000222469,1.51e-07,1.01e-07,0.00414913,0.00796516,0.000332498,4.77e-08,0.000267155,8.85e-08,4.89e-08,0.000927138,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"subpleur",0.00545461,9.76e-08,1.32e-07,2.27e-05,2.16e-08,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000330018,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"subscal",8.42e-08,9.76e-08,1.32e-07,3.23e-08,9.07e-05,3.9e-08,1.51e-07,1.01e-07,5.85e-05,6.75e-08,3e-08,3.34e-05,5.81e-08,8.85e-08,0.00185918,3.14e-08,8.7e-08,7.12e-08,4.04e-08,9.11e-08
"substrat",8.42e-08,0.00306565,0.000370844,3.23e-08,2.16e-08,0.000511238,1.51e-07,1.01e-07,0.000167047,6.75e-08,3e-05,4.77e-08,5.23e-05,8.85e-08,4.89e-08,3.14e-08,0.000295805,7.12e-08,4.04e-08,0.000327989
"suction",8.42e-08,9.76e-08,1.32e-07,0.00014549,7.13e-05,3.9e-08,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,3.14e-08,8.7e-08,0.00244322,4.04e-08,9.11e-08
"suppli",0.000261026,3.91e-05,0.00117847,0.00129622,0.000591814,3.9e-08,1.51e-07,1.01e-07,8.35e-08,0.000263321,0.00325882,0.00714528,0.000661993,0.000920472,0.000616498,3.14e-08,0.000756777,0.00868288,0.00112028,9.11e-08
"surgeri",0.000412541,9.76e-08,1.32e-07,0.0206873,0.00014473,3.9e-08,1.51e-07,0.000945466,0.00117718,0.000823577,0.000958497,4.77e-08,5.81e-08,8.85e-08,0.000836658,0.00153054,4.36e-05,0.00525676,3.24e-05,9.11e-08
"surgic",8.42e-08,9.76e-08,0.000582679,0.0163786,2.16e-08,3.9e-08,1.51e-07,0.00148855,0.000592805,0.000776327,0.00132391,4.77e-08,5.81e-08,8.85e-08,0.000670315,0.00129484,8.7e-08,0.0104707,0.00042468,9.11e-08
"survey",8.42e-08,9.76e-08,0.000172248,0.00524297,0.00290283,3.9e-08,1.51e-07,1.01e-07,0.00136084,6.75e-08,0.00852739,0.00249468,0.00181748,8.85e-08,0.0214388,3.14e-08,0.000287107,0.000256495,4.04e-08,0.000856268
"swab",0.00653205,1.96e-05,1.32e-07,0.00141582,2.16e-08,3.9e-08,1.51e-07,0.00175003,0.0040907,0.000891078,3e-08,4.77e-08,5.81e-08,0.0230982,4.89e-08,0.00351989,0.00359219,0.00237199,0.00225265,0.000746969
"synonym",8.42e-08,9.76e-08,1.32e-07,3.23e-08,1.95e-05,0.000214664,1.51e-07,1.01e-07,8.35e-08,0.00023632,3e-08,0.000100214,5.81e-08,8.85e-08,4.9e-05,3.14e-08,8.7e-08,7.12e-08,4.04e-08,0.00228626
"systemat",0.00141422,0.000976389,0.000953391,0.00278959,0.00268468,0.000144423,0.00143497,0.0301211,0.00327257,0.00185634,0.00124604,0.000877699,0.000714251,8.85e-08,0.0004208,0.00160283,0.000582825,0.00233638,0.00136698,9.11e-08
"t-cell",8.42e-08,9.76e-08,1.32e-07,7.76e-05,2.16e-08,0.00151022,1.51e-07,1.01e-07,8.35e-08,6.75e-08,3e-08,4.77e-08,5.81e-08,8.85e-08,4.89e-08,0.000279735,0.000356688,7.12e-08,4.04e-08,0.00372537
"tast",9.27e-05,9.76e-08,1.32e-07,3.23e-08,0.000151209,3.9e-08,1.51e-07,0.000694039,0.0068456,6.75e-08,3e-08,0.000195611,5.81e-08,8.85e-08,0.00045994,0.000628578,0.000243619,7.12e-08,4.04e-08,9.11e-08
